什,什,shén,ㄕㄣˊ,what/tenth (fractions),audio/ㄕㄣˊ.wav
生,生,shēng,ㄕㄥ,to be born/to give birth/life,audio/ㄕㄥ.wav
师,師,shī,ㄕ,teacher/master/expert/model,audio/ㄕ.wav
识,識,shí,ㄕˊ,to know/knowledge,audio/ㄕˊ.wav
十,十,shí,ㄕˊ,ten,audio/ㄕˊ.wav
时,時,shí,ㄕˊ,time/hour/when/o'clock,audio/ㄕˊ.wav
试,試,shì,ㄕˋ,to test/to try/experiment/exam,audio/ㄕˋ.wav
是,是,shì,ㄕˋ,is/are/am/to be,audio/ㄕˋ.wav
事,事,shì,ㄕˋ,matter/thing/item/work,audio/ㄕˋ.wav
视,視,shì,ㄕˋ,to look at/to regard/to inspect,audio/ㄕˋ.wav
手,手,shǒu,ㄕㄡˇ,hand/convenient,audio/ㄕㄡˇ.wav
书,書,shū,ㄕㄨ,book/letter,audio/ㄕㄨ.wav
树,樹,shù,ㄕㄨˋ,tree,audio/ㄕㄨˋ.wav
水,水,shuǐ,ㄕㄨㄟˇ,water/river,audio/ㄕㄨㄟˇ.wav
睡,睡,shuì,ㄕㄨㄟˋ,to sleep,audio/ㄕㄨㄟˋ.wav
说,說,shuō,ㄕㄨㄛ,to speak/to say/to explain,audio/ㄕㄨㄛ.wav
四,四,sì,ㄙˋ,four,audio/ㄙˋ.wav
送,送,sòng,ㄙㄨㄥˋ,to deliver/to carry/to present,audio/ㄙㄨㄥˋ.wav
诉,訴,sù,ㄙㄨˋ,complain/sue/tell,audio/ㄙㄨˋ.wav
岁,歲,suì,ㄙㄨㄟˋ,year/years old,audio/ㄙㄨㄟˋ.wav
她,她,tā,ㄊㄚ,she,audio/ㄊㄚ.wav
他,他,tā,ㄊㄚ,he/him,audio/ㄊㄚ.wav
太,太,tài,ㄊㄞˋ,highest/greatest/too (much),audio/ㄊㄞˋ.wav
体,體,tǐ,ㄊㄧˇ,body/form/style,audio/ㄊㄧˇ.wav
天,天,tiān,ㄊㄧㄢ,day/sky/heaven,audio/ㄊㄧㄢ.wav
条,條,tiáo,ㄊㄧㄠˊ,measure word for long thin things (i.e. ribbon,river,etc.),audio/ㄊㄧㄠˊ.wav
听,聽,tīng,ㄊㄧㄥ,listen/hear/obey,audio/ㄊㄧㄥ.wav
同,同,tóng,ㄊㄨㄥˊ,same/together,audio/ㄊㄨㄥˊ.wav
图,圖,tú,ㄊㄨˊ,diagram/to plan/picture,audio/ㄊㄨˊ.wav
外,外,wài,ㄨㄞˋ,outside/foreign/in addition,audio/ㄨㄞˋ.wav
玩,玩,wán,ㄨㄢˊ,to play/to have fun,audio/ㄨㄢˊ.wav
晚,晚,wǎn,ㄨㄢˇ,evening/night/late,audio/ㄨㄢˇ.wav
网,網,wǎng,ㄨㄤˇ,net/network,audio/ㄨㄤˇ.wav
